Date,TimeGPT
2024-06-06,2673.61279296875
2024-06-07,2672.95361328125
2024-06-08,2687.63720703125
2024-06-09,2699.89404296875
2024-06-10,2699.12548828125
2024-06-11,2696.164794921875
2024-06-12,2693.871337890625
