Date,TimeGPT
2024-06-06,1374.7645263671875
2024-06-07,1377.674072265625
2024-06-08,1380.771484375
2024-06-09,1381.440673828125
2024-06-10,1379.498291015625
2024-06-11,1376.0201416015625
2024-06-12,1373.8551025390625
